"ARCID","GRID_CODE","OBJECTID","LCOVV11","LCOVV12","LCOVV21","LCOVV22","LCOVV23","LCOVV24","LCOVV31","LCOVV41","LCOVV42","LCOVV43","LCOVV52","LCOVV71","LCOVV81","LCOVV82","LCOVV90","LCOVV95","LCOVV127","Area","HydroID_1","LCOV11","LCOV12","LCOV21","LCOV22","LCOV23","LCOV24","LCOV31","LCOV41","LCOV42","LCOV43","LCOV52","LCOV71","LCOV81","LCOV82","LCOV90","LCOV95","LCOV127","MUKEY","slopegradd","slopegradw","slope_l","slope_r","slope_h","tfact","weg","cokey","om_l","om_r","om_h","dbthirdbar","dbthirdb_1","dbthirdb_2","ksat_l","ksat_r","ksat_h","awc_l","awc_r","awc_h","kffact","cokey_1","brock","wt","uni"
1,1,4,0.00000000000,0.00000000000,0.02999400120,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.05278944211,0.00000000000,0.00000000000,0.00000000000,0.52009598080,0.11997600480,0.26514697061,0.01199760048,0.00000000000,0.00000000000,1499469.94434000000,4.00000000000,0.00000000000,0.00000000000,449.75103300000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,791.56181800000,0.00000000000,0.00000000000,0.00000000000,7798.68291400000,1799.00413200000,3975.79913300000,179.90041300000,0.00000000000,0.00000000000,662763,9.00000000000,7.40000000000,3.00000000000,8.00000000000,12.00000000000,3.00000000000,7,662763:967855,2.00000000000,3.00000000000,4.00000000000,1.35000000000,1.40000000000,1.45000000000,1.41140000000,2.82290000000,4.23430000000,0.17000000000,0.20000000000,0.23000000000,.37,662763:967855,77,0,1
2,1,1,0.00122606809,0.00000000000,0.03687635575,0.00028293879,0.00000000000,0.00000000000,0.00000000000,0.05894558144,0.00000000000,0.00000000000,0.00000000000,0.38630576252,0.04649627464,0.45675752146,0.01310949731,0.00000000000,0.00000000000,9545120.43886000000,1.00000000000,117.02967600000,0.00000000000,3519.89257000000,27.00684800000,0.00000000000,0.00000000000,0.00000000000,5626.42674200000,0.00000000000,0.00000000000,0.00000000000,36873.35029500000,4438.12541400000,43598.05553700000,1251.31730700000,0.00000000000,0.00000000000,662763,9.00000000000,7.40000000000,3.00000000000,8.00000000000,12.00000000000,3.00000000000,7,662763:967855,2.00000000000,3.00000000000,4.00000000000,1.35000000000,1.40000000000,1.45000000000,1.41140000000,2.82290000000,4.23430000000,0.17000000000,0.20000000000,0.23000000000,.37,662763:967855,77,0,2
3,2,4,0.00000000000,0.00000000000,0.02999400120,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.05278944211,0.00000000000,0.00000000000,0.00000000000,0.52009598080,0.11997600480,0.26514697061,0.01199760048,0.00000000000,0.00000000000,1499469.94434000000,4.00000000000,0.00000000000,0.00000000000,449.75103300000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,791.56181800000,0.00000000000,0.00000000000,0.00000000000,7798.68291400000,1799.00413200000,3975.79913300000,179.90041300000,0.00000000000,0.00000000000,662763,9.00000000000,7.40000000000,3.00000000000,8.00000000000,12.00000000000,3.00000000000,7,662763:967855,2.00000000000,3.00000000000,4.00000000000,1.35000000000,1.40000000000,1.45000000000,1.41140000000,2.82290000000,4.23430000000,0.17000000000,0.20000000000,0.23000000000,.37,662763:967855,77,0,3
4,1,11,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.02197802198,0.00000000000,0.00000000000,0.00000000000,0.52747252747,0.00000000000,0.43956043956,0.01098901099,0.00000000000,0.00000000000,238387.77594900000,11.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,52.39291800000,0.00000000000,0.00000000000,0.00000000000,1257.43002700000,0.00000000000,1047.85835600000,26.19645900000,0.00000000000,0.00000000000,662763,9.00000000000,7.40000000000,3.00000000000,8.00000000000,12.00000000000,3.00000000000,7,662763:967855,2.00000000000,3.00000000000,4.00000000000,1.35000000000,1.40000000000,1.45000000000,1.41140000000,2.82290000000,4.23430000000,0.17000000000,0.20000000000,0.23000000000,.37,662763:967855,77,0,4
5,1,9,0.00000000000,0.00000000000,0.03475053388,0.00213550767,0.00000000000,0.00000000000,0.00000000000,0.00679479713,0.00000000000,0.00000000000,0.00000000000,0.41001747234,0.30557173364,0.24072995535,0.00000000000,0.00000000000,0.00000000000,4642674.65942000000,9.00000000000,0.00000000000,0.00000000000,1613.35423000000,99.14467300000,0.00000000000,0.00000000000,0.00000000000,315.46032500000,0.00000000000,0.00000000000,0.00000000000,19035.77728800000,14186.70144400000,11176.30863500000,0.00000000000,0.00000000000,0.00000000000,662771,2.00000000000,2.10000000000,1.00000000000,2.00000000000,3.00000000000,3.00000000000,7,662771:967961,2.00000000000,3.00000000000,4.00000000000,1.35000000000,1.40000000000,1.45000000000,1.41140000000,2.82290000000,4.23430000000,0.21000000000,0.22000000000,0.23000000000,.32,662771:967961,0,76,5
6,1,7,0.00409864536,0.00000000000,0.03383119139,0.00159777701,0.00000000000,0.00000000000,0.00000000000,0.00805835360,0.00000000000,0.00000000000,0.00000000000,0.45404654394,0.24689128170,0.24696075026,0.00257033692,0.00194511983,0.00000000000,12935103.03280000000,7.00000000000,530.16400000000,0.00000000000,4376.09946400000,206.67410200000,0.00000000000,0.00000000000,0.00000000000,1042.35634100000,0.00000000000,0.00000000000,0.00000000000,58731.38827600000,31935.64166700000,31944.62749700000,332.47572900000,251.60325400000,0.00000000000,662771,2.00000000000,2.10000000000,1.00000000000,2.00000000000,3.00000000000,3.00000000000,7,662771:967961,2.00000000000,3.00000000000,4.00000000000,1.35000000000,1.40000000000,1.45000000000,1.41140000000,2.82290000000,4.23430000000,0.21000000000,0.22000000000,0.23000000000,.32,662771:967961,0,76,6
7,1,11,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.02197802198,0.00000000000,0.00000000000,0.00000000000,0.52747252747,0.00000000000,0.43956043956,0.01098901099,0.00000000000,0.00000000000,238387.77594900000,11.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,52.39291800000,0.00000000000,0.00000000000,0.00000000000,1257.43002700000,0.00000000000,1047.85835600000,26.19645900000,0.00000000000,0.00000000000,662763,9.00000000000,7.40000000000,3.00000000000,8.00000000000,12.00000000000,3.00000000000,7,662763:967855,2.00000000000,3.00000000000,4.00000000000,1.35000000000,1.40000000000,1.45000000000,1.41140000000,2.82290000000,4.23430000000,0.17000000000,0.20000000000,0.23000000000,.37,662763:967855,77,0,7
8,2,11,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.02197802198,0.00000000000,0.00000000000,0.00000000000,0.52747252747,0.00000000000,0.43956043956,0.01098901099,0.00000000000,0.00000000000,238387.77594900000,11.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,52.39291800000,0.00000000000,0.00000000000,0.00000000000,1257.43002700000,0.00000000000,1047.85835600000,26.19645900000,0.00000000000,0.00000000000,662763,9.00000000000,7.40000000000,3.00000000000,8.00000000000,12.00000000000,3.00000000000,7,662763:967855,2.00000000000,3.00000000000,4.00000000000,1.35000000000,1.40000000000,1.45000000000,1.41140000000,2.82290000000,4.23430000000,0.17000000000,0.20000000000,0.23000000000,.37,662763:967855,77,0,8
9,1,8,0.00344144332,0.00000000000,0.04567733862,0.00239858171,0.00000000000,0.00000000000,0.00000000000,0.01543435186,0.00000000000,0.00000000000,0.00000000000,0.43967045573,0.32453853374,0.16831786422,0.00000000000,0.00052143081,0.00000000000,8631097.57328000000,8.00000000000,297.03433100000,0.00000000000,3942.45566500000,207.02392800000,0.00000000000,0.00000000000,0.00000000000,1332.15396900000,0.00000000000,0.00000000000,0.00000000000,37948.38603500000,28011.23751000000,14527.67909400000,0.00000000000,45.00520200000,0.00000000000,662763,9.00000000000,7.40000000000,3.00000000000,8.00000000000,12.00000000000,3.00000000000,7,662763:967855,2.00000000000,3.00000000000,4.00000000000,1.35000000000,1.40000000000,1.45000000000,1.41140000000,2.82290000000,4.23430000000,0.17000000000,0.20000000000,0.23000000000,.37,662763:967855,77,0,9
10,1,3,0.00204528853,0.00000000000,0.04246408571,0.00336011687,0.00000000000,0.00000000000,0.00000000000,0.01582663745,0.00000000000,0.00000000000,0.00000000000,0.42507913319,0.26238130022,0.24845385927,0.00038957877,0.00000000000,0.00000000000,18483036.99080000000,3.00000000000,378.03143600000,0.00000000000,7848.65267000000,621.05164400000,0.00000000000,0.00000000000,0.00000000000,2925.24325400000,0.00000000000,0.00000000000,0.00000000000,78567.53342800000,48496.03277700000,45921.81871400000,72.00598800000,0.00000000000,0.00000000000,662763,9.00000000000,7.40000000000,3.00000000000,8.00000000000,12.00000000000,3.00000000000,7,662763:967855,2.00000000000,3.00000000000,4.00000000000,1.35000000000,1.40000000000,1.45000000000,1.41140000000,2.82290000000,4.23430000000,0.17000000000,0.20000000000,0.23000000000,.37,662763:967855,77,0,10
